,CVE_ENT,CVE_MUN,NOM_MUN,NOM_ENT
707,16,072,Queréndaro,Michoacán de Ocampo
708,16,099,Tuzantla,Michoacán de Ocampo
709,16,049,Madero,Michoacán de Ocampo
710,16,046,Juárez,Michoacán de Ocampo
711,16,109,Zináparo,Michoacán de Ocampo
712,16,079,Salvador Escalante,Michoacán de Ocampo
713,16,112,Zitácuaro,Michoacán de Ocampo
714,16,097,Turicato,Michoacán de Ocampo
715,16,063,Panindícuaro,Michoacán de Ocampo
716,16,012,Buenavista,Michoacán de Ocampo
717,16,036,Huandacareo,Michoacán de Ocampo
718,16,048,Lagunillas,Michoacán de Ocampo
719,16,018,Copándaro,Michoacán de Ocampo
720,16,003,Álvaro Obregón,Michoacán de Ocampo
721,16,034,Hidalgo,Michoacán de Ocampo
722,16,092,Tiquicheo de Nicolás Romero,Michoacán de Ocampo
723,16,068,Peribán,Michoacán de Ocampo
724,16,065,Paracho,Michoacán de Ocampo
725,16,054,Morelos,Michoacán de Ocampo
726,16,088,Tarímbaro,Michoacán de Ocampo
727,16,007,Aporo,Michoacán de Ocampo
728,16,005,Angangueo,Michoacán de Ocampo
729,16,076,Sahuayo,Michoacán de Ocampo
730,16,110,Zinapécuaro,Michoacán de Ocampo
731,16,080,Senguio,Michoacán de Ocampo
732,16,006,Apatzingán,Michoacán de Ocampo
733,16,104,Villamar,Michoacán de Ocampo
734,16,026,Chinicuila,Michoacán de Ocampo
735,16,055,Múgica,Michoacán de Ocampo
736,16,008,Aquila,Michoacán de Ocampo
737,16,107,Zacapu,Michoacán de Ocampo
738,16,067,Penjamillo,Michoacán de Ocampo
739,16,059,Nuevo Urecho,Michoacán de Ocampo
740,16,037,Huaniqueo,Michoacán de Ocampo
741,16,053,Morelia,Michoacán de Ocampo
742,16,060,Numarán,Michoacán de Ocampo
743,16,031,Epitacio Huerta,Michoacán de Ocampo
744,16,086,Tanhuato,Michoacán de Ocampo
745,16,043,Jacona,Michoacán de Ocampo
746,16,058,Nuevo Parangaricutiro,Michoacán de Ocampo
747,16,028,Churintzio,Michoacán de Ocampo
748,16,009,Ario,Michoacán de Ocampo
749,16,033,Gabriel Zamora,Michoacán de Ocampo
750,16,070,Purépero,Michoacán de Ocampo
751,16,011,Briseñas,Michoacán de Ocampo
752,16,103,Venustiano Carranza,Michoacán de Ocampo
753,16,098,Tuxpan,Michoacán de Ocampo
754,16,019,Cotija,Michoacán de Ocampo
755,16,022,Charo,Michoacán de Ocampo
756,16,025,Chilchota,Michoacán de Ocampo
757,16,066,Pátzcuaro,Michoacán de Ocampo
758,16,050,Maravatío,Michoacán de Ocampo
759,16,030,Ecuandureo,Michoacán de Ocampo
760,16,108,Zamora,Michoacán de Ocampo
761,16,077,San Lucas,Michoacán de Ocampo
762,16,102,Uruapan,Michoacán de Ocampo
763,16,069,La Piedad,Michoacán de Ocampo
764,16,073,Quiroga,Michoacán de Ocampo
765,16,064,Parácuaro,Michoacán de Ocampo
766,16,083,Tancítaro,Michoacán de Ocampo
767,16,029,Churumuco,Michoacán de Ocampo
768,16,090,Tingambato,Michoacán de Ocampo
769,17,005,Coatlán del Río,Morelos
770,17,006,Cuautla,Morelos
771,17,025,Tlaquiltenango,Morelos
772,17,030,Yecapixtla,Morelos
773,17,004,Ayala,Morelos
774,17,021,Tetecala,Morelos
775,17,028,Xochitepec,Morelos
776,17,002,Atlatlahucan,Morelos
777,17,020,Tepoztlán,Morelos
778,17,009,Huitzilac,Morelos
779,17,014,Mazatepec,Morelos
780,17,023,Tlalnepantla,Morelos
781,17,001,Amacuzac,Morelos
782,17,033,Temoac,Morelos
783,17,015,Miacatlán,Morelos
784,17,013,Jonacatepec de Leandro Valle,Morelos
785,17,026,Tlayacapan,Morelos
786,17,027,Totolapan,Morelos
787,17,032,Zacualpan de Amilpas,Morelos
788,17,019,Tepalcingo,Morelos
789,17,003,Axochiapan,Morelos
790,17,008,Emiliano Zapata,Morelos
791,17,007,Cuernavaca,Morelos
792,17,024,Tlaltizapán de Zapata,Morelos
793,17,012,Jojutla,Morelos
794,17,017,Puente de Ixtla,Morelos
795,17,010,Jantetelco,Morelos
796,17,011,Jiutepec,Morelos
797,17,016,Ocuituco,Morelos
798,17,022,Tetela del Volcán,Morelos
799,17,029,Yautepec,Morelos
800,17,018,Temixco,Morelos
801,17,031,Zacatepec,Morelos
802,18,019,La Yesca,Nayarit
803,18,010,Rosamorada,Nayarit
804,18,005,Huajicori,Nayarit
805,18,003,Amatlán de Cañas,Nayarit
806,18,002,Ahuacatlán,Nayarit
807,18,009,Del Nayar,Nayarit
808,18,014,Santa María del Oro,Nayarit
809,18,016,Tecuala,Nayarit
810,18,020,Bahía de Banderas,Nayarit
811,18,006,Ixtlán del Río,Nayarit
812,18,001,Acaponeta,Nayarit
813,18,008,Xalisco,Nayarit
814,18,013,San Pedro Lagunillas,Nayarit
815,18,018,Tuxpan,Nayarit
816,18,011,Ruíz,Nayarit
817,18,017,Tepic,Nayarit
818,18,007,Jala,Nayarit
819,18,012,San Blas,Nayarit
820,18,004,Compostela,Nayarit
821,18,015,Santiago Ixcuintla,Nayarit
822,19,038,Montemorelos,Nuevo León
823,19,011,Cerralvo,Nuevo León
824,19,032,Lampazos de Naranjo,Nuevo León
825,19,050,Vallecillo,Nuevo León
826,19,033,Linares,Nuevo León
827,19,015,Doctor Coss,Nuevo León
828,19,005,Anáhuac,Nuevo León
829,19,003,Los Aldamas,Nuevo León
830,19,030,Iturbide,Nuevo León
831,19,013,China,Nuevo León
832,19,016,Doctor González,Nuevo León
833,19,022,General Terán,Nuevo León
834,19,019,San Pedro Garza García,Nuevo León
835,19,021,General Escobedo,Nuevo León
836,19,039,Monterrey,Nuevo León
837,19,040,Parás,Nuevo León
838,19,035,Melchor Ocampo,Nuevo León
839,19,051,Villaldama,Nuevo León
840,19,042,Los Ramones,Nuevo León
841,19,018,García,Nuevo León
842,19,048,Santa Catarina,Nuevo León
843,19,029,Hualahuises,Nuevo León
844,19,024,General Zaragoza,Nuevo León
845,19,014,Doctor Arroyo,Nuevo León
846,19,025,General Zuazua,Nuevo León
847,19,041,Pesquería,Nuevo León
848,19,009,Cadereyta Jiménez,Nuevo León
849,19,034,Marín,Nuevo León
850,19,012,Ciénega de Flores,Nuevo León
851,19,037,Mina,Nuevo León
852,19,046,San Nicolás de los Garza,Nuevo León
853,19,044,Sabinas Hidalgo,Nuevo León
854,19,028,Higueras,Nuevo León
855,19,010,El Carmen,Nuevo León
856,19,001,Abasolo,Nuevo León
857,19,047,Hidalgo,Nuevo León
858,19,017,Galeana,Nuevo León
859,19,023,General Treviño,Nuevo León
860,19,008,Bustamante,Nuevo León
861,19,002,Agualeguas,Nuevo León
862,19,036,Mier y Noriega,Nuevo León
863,19,004,Allende,Nuevo León
864,19,031,Juárez,Nuevo León
865,19,007,Aramberri,Nuevo León
866,19,049,Santiago,Nuevo León
867,19,027,Los Herreras,Nuevo León
868,19,020,General Bravo,Nuevo León
869,19,043,Rayones,Nuevo León
870,19,006,Apodaca,Nuevo León
871,19,026,Guadalupe,Nuevo León
872,19,045,Salinas Victoria,Nuevo León
873,20,440,Santa María Totolapilla,Oaxaca
874,20,503,Santiago Zoochila,Oaxaca
875,20,341,San Pedro Yucunama,Oaxaca
876,20,540,Villa de Tamazulápam del Progreso,Oaxaca
877,20,356,Santa Ana del Valle,Oaxaca
878,20,521,Santo Domingo Tonaltepec,Oaxaca
879,20,504,Nuevo Zoquiápam,Oaxaca
880,20,244,San Martín Toxpalan,Oaxaca
881,20,535,San Vicente Lachixío,Oaxaca
882,20,151,San Francisco Teopan,Oaxaca
883,20,538,Sitio de Xitlapehua,Oaxaca
884,20,552,Tlacotepec Plumas,Oaxaca
885,20,152,San Francisco Tlapancingo,Oaxaca
886,20,302,San Pedro Atoyac,Oaxaca
887,20,468,Santiago Jocotepec,Oaxaca
888,20,051,Magdalena Teitipac,Oaxaca
889,20,370,Santa Catarina Tayata,Oaxaca
890,20,556,La Trinidad Vista Hermosa,Oaxaca
891,20,111,San Antonio Tepetlapa,Oaxaca
892,20,072,San José del Progreso,Oaxaca
893,20,364,Santa Catarina Juquila,Oaxaca
894,20,560,Villa Díaz Ordaz,Oaxaca
895,20,546,Teotitlán del Valle,Oaxaca
896,20,033,Guadalupe Etla,Oaxaca
897,20,139,San Francisco Chapulapa,Oaxaca
898,20,313,San Pedro Jocotipac,Oaxaca
899,20,203,San Juan Lachigalla,Oaxaca
900,20,087,San Agustín Yatareni,Oaxaca
901,20,260,San Miguel Aloápam,Oaxaca
902,20,428,Santa María Quiegolani,Oaxaca
903,20,221,San Juan Teposcolula,Oaxaca
904,20,287,San Miguel Tulancingo,Oaxaca
905,20,016,Coicoyán de las Flores,Oaxaca
906,20,323,San Pedro Ocotepec,Oaxaca
907,20,098,San Andrés Teotilálpam,Oaxaca
908,20,096,San Andrés Sinaxtla,Oaxaca
909,20,226,San Lorenzo Albarradas,Oaxaca
910,20,012,Candelaria Loxicha,Oaxaca
911,20,367,Santa Catarina Mechoacán,Oaxaca
912,20,186,San Juan Cieneguilla,Oaxaca
913,20,400,Santa María Camotlán,Oaxaca
914,20,220,San Juan Tepeuxila,Oaxaca
915,20,224,San Juan Yucuita,Oaxaca
916,20,516,Santo Domingo Teojomulco,Oaxaca
917,20,102,San Andrés Zautla,Oaxaca
918,20,232,San Lucas Ojitlán,Oaxaca
919,20,478,Santiago Nacaltepec,Oaxaca
920,20,192,San Juan Chilateca,Oaxaca
921,20,500,Santiago Yosondúa,Oaxaca
922,20,119,San Bartolomé Yucuañe,Oaxaca
923,20,207,San Juan Mazatlán,Oaxaca
924,20,095,San Andrés Paxtlán,Oaxaca
925,20,168,San José Estancia Grande,Oaxaca
926,20,185,San Juan Cacahuatepec,Oaxaca
927,20,318,San Pedro Mixtepec,Oaxaca
928,20,353,Santa Ana,Oaxaca
929,20,077,Reyes Etla,Oaxaca
930,20,518,Santo Domingo Tlatayápam,Oaxaca
931,20,055,Mariscala de Juárez,Oaxaca
932,20,067,Oaxaca de Juárez,Oaxaca
933,20,141,San Francisco del Mar,Oaxaca
934,20,462,Santiago Huajolotitlán,Oaxaca
935,20,405,Villa de Chilapa de Díaz,Oaxaca
936,20,053,Magdalena Tlacotepec,Oaxaca
937,20,466,Santiago Ixtayutla,Oaxaca
938,20,099,San Andrés Tepetlapa,Oaxaca
939,20,502,Santiago Zacatepec,Oaxaca
940,20,180,San Juan Bautista Lo de Soto,Oaxaca
941,20,380,Santa Cruz Papalutla,Oaxaca
942,20,074,Santa Catarina Quioquitani,Oaxaca
943,20,228,San Lorenzo Cuaunecuiltitla,Oaxaca
944,20,354,Santa Ana Ateixtlahuaca,Oaxaca
945,20,542,Taniche,Oaxaca
946,20,250,San Mateo Etlatongo,Oaxaca
947,20,519,Santo Domingo Tomaltepec,Oaxaca
948,20,443,Santa María Yavesía,Oaxaca
949,20,342,San Raymundo Jalpan,Oaxaca
950,20,239,San Martín Huamelúlpam,Oaxaca
951,20,297,San Pablo Tijaltepec,Oaxaca
952,20,491,Santiago Textitlán,Oaxaca
953,20,089,San Andrés Dinicuiti,Oaxaca
954,20,463,Santiago Huauclilla,Oaxaca
955,20,372,Santa Catarina Yosonotú,Oaxaca
956,20,527,Santos Reyes Pápalo,Oaxaca
957,20,432,Santa María Temaxcalapa,Oaxaca
958,20,157,San Jacinto Amilpas,Oaxaca
959,20,125,San Carlos Yautepec,Oaxaca
960,20,082,San Agustín Chayuco,Oaxaca
961,20,345,San Sebastián Ixcapa,Oaxaca
962,20,030,El Espinal,Oaxaca
963,20,045,Magdalena Apasco,Oaxaca
964,20,243,San Martín Tilcajete,Oaxaca
965,20,247,Capulálpam de Méndez,Oaxaca
966,20,019,Concepción Pápalo,Oaxaca
967,20,464,Santiago Ihuitlán Plumas,Oaxaca
968,20,086,San Agustín Tlacotepec,Oaxaca
969,20,312,San Pedro Jicayán,Oaxaca
970,20,049,Magdalena Ocotlán,Oaxaca
971,20,268,San Miguel Ejutla,Oaxaca
972,20,145,San Francisco Lachigoló,Oaxaca
973,20,118,San Bartolomé Quialana,Oaxaca
974,20,084,San Agustín Etla,Oaxaca
975,20,107,San Antonio de la Cal,Oaxaca
976,20,278,San Miguel Soyaltepec,Oaxaca
977,20,201,San Juan Juquila Vijanos,Oaxaca
978,20,402,Santa María Cortijo,Oaxaca
979,20,165,San José Ayuquila,Oaxaca
980,20,171,San José Tenango,Oaxaca
981,20,054,Magdalena Zahuatlán,Oaxaca
982,20,388,Santa Inés del Monte,Oaxaca
983,20,395,Santa María Apazco,Oaxaca
984,20,410,Santa María Ecatepec,Oaxaca
985,20,558,Valerio Trujano,Oaxaca
986,20,429,Santa María Sola,Oaxaca
987,20,530,Santo Tomás Jalieza,Oaxaca
988,20,362,Santa Catarina Cuixtla,Oaxaca
989,20,259,San Miguel Ahuehuetitlán,Oaxaca
990,20,407,Santa María Chimalapa,Oaxaca
991,20,209,San Juan Mixtepec,Oaxaca
992,20,452,Santiago Apóstol,Oaxaca
993,20,003,Asunción Cacalotepec,Oaxaca
994,20,475,Santiago Matatlán,Oaxaca
995,20,399,Santa María Atzompa,Oaxaca
996,20,196,San Juan Evangelista Analco,Oaxaca
997,20,427,Santa María Petapa,Oaxaca
998,20,059,Miahuatlán de Porfirio Díaz,Oaxaca
999,20,499,Santiago Yolomécatl,Oaxaca
1000,20,343,San Sebastián Abasolo,Oaxaca
1001,20,328,San Pedro Taviche,Oaxaca
1002,20,474,Santiago Llano Grande,Oaxaca
1003,20,389,Santa Inés Yatzeche,Oaxaca
1004,20,069,La Pe,Oaxaca
1005,20,100,San Andrés Yaá,Oaxaca
1006,20,360,Santa Ana Zegache,Oaxaca
1007,20,358,Santa Ana Tlapacoyan,Oaxaca
1008,20,486,Villa Tejúpam de la Unión,Oaxaca
1009,20,007,Asunción Ocotlán,Oaxaca
1010,20,002,Acatlán de Pérez Figueroa,Oaxaca
1011,20,112,San Baltazar Chichicápam,Oaxaca
1012,20,506,Santo Domingo Albarradas,Oaxaca
1013,20,191,San Juan Chicomezúchil,Oaxaca
1014,20,222,San Juan Yaeé,Oaxaca
1015,20,219,San Juan Teitipac,Oaxaca
1016,20,131,San Dionisio Ocotepec,Oaxaca
1017,20,047,Santa Magdalena Jicotlán,Oaxaca
1018,20,035,Guelatao de Juárez,Oaxaca
1019,20,052,Magdalena Tequisistlán,Oaxaca
1020,20,382,Santa Cruz Tacahua,Oaxaca
1021,20,271,San Miguel Mixtepec,Oaxaca
1022,20,143,San Francisco Ixhuatán,Oaxaca
1023,20,272,San Miguel Panixtlahuaca,Oaxaca
1024,20,169,San José Independencia,Oaxaca
1025,20,315,San Pedro Mártir,Oaxaca
1026,20,375,Santa Cruz Amilpas,Oaxaca
1027,20,290,San Nicolás Hidalgo,Oaxaca
1028,20,564,Yutanduchi de Guerrero,Oaxaca
1029,20,371,Santa Catarina Ticuá,Oaxaca
1030,20,090,San Andrés Huaxpaltepec,Oaxaca
1031,20,553,Tlalixtac de Cabrera,Oaxaca
1032,20,492,Santiago Tilantongo,Oaxaca
1033,20,216,San Juan Tabaá,Oaxaca
1034,20,218,San Juan Teita,Oaxaca
1035,20,451,Santiago Apoala,Oaxaca
1036,20,283,San Miguel Tequixtepec,Oaxaca
1037,20,075,Reforma de Pineda,Oaxaca
1038,20,381,Santa Cruz Tacache de Mina,Oaxaca
1039,20,298,San Pablo Villa de Mitla,Oaxaca
1040,20,284,San Miguel Tilquiápam,Oaxaca
1041,20,230,San Lorenzo Victoria,Oaxaca
1042,20,393,Santa Lucía Ocotlán,Oaxaca
1043,20,056,Mártires de Tacubaya,Oaxaca
1044,20,436,Santa María Texcatitlán,Oaxaca
1045,20,349,San Sebastián Teitipac,Oaxaca
1046,20,146,San Francisco Logueche,Oaxaca
1047,20,094,San Andrés Nuxiño,Oaxaca
1048,20,505,Santo Domingo Ingenio,Oaxaca
1049,20,264,San Miguel Chicahua,Oaxaca
1050,20,316,San Pedro Mártir Quiechapa,Oaxaca
1051,20,245,San Martín Zacatepec,Oaxaca
1052,20,555,Trinidad Zaachila,Oaxaca
1053,20,488,Santiago Tepetlapa,Oaxaca
1054,20,103,San Antonino Castillo Velasco,Oaxaca
1055,20,433,Santa María Temaxcaltepec,Oaxaca
1056,20,507,Santo Domingo Armenta,Oaxaca
1057,20,109,San Antonio Nanahuatípam,Oaxaca
1058,20,276,San Miguel Santa Flor,Oaxaca
1059,20,340,San Pedro y San Pablo Tequixtepec,Oaxaca
1060,20,274,San Miguel Piedras,Oaxaca
1061,20,127,San Cristóbal Amoltepec,Oaxaca
1062,20,435,Santa María Tepantlali,Oaxaca
1063,20,093,San Andrés Lagunas,Oaxaca
1064,20,501,Santiago Yucuyachi,Oaxaca
1065,20,070,Pinotepa de Don Luis,Oaxaca
1066,20,014,Ciudad Ixtepec,Oaxaca
1067,20,420,Santa María Lachixío,Oaxaca
1068,20,344,San Sebastián Coatlán,Oaxaca
1069,20,523,Santo Domingo Yanhuitlán,Oaxaca
1070,20,409,Santa María del Tule,Oaxaca
1071,20,373,Santa Catarina Zapoquila,Oaxaca
1072,20,195,San Juan Diuxi,Oaxaca
1073,20,040,Huautepec,Oaxaca
1074,20,091,San Andrés Huayápam,Oaxaca
1075,20,346,San Sebastián Nicananduta,Oaxaca
1076,20,289,San Nicolás,Oaxaca
1077,20,133,San Esteban Atatlahuca,Oaxaca
1078,20,569,Santa Inés de Zaragoza,Oaxaca
1079,20,190,San Juan Cotzocón,Oaxaca
1080,20,565,Villa de Zaachila,Oaxaca
1081,20,368,Santa Catarina Minas,Oaxaca
1082,20,148,San Francisco Ozolotepec,Oaxaca
1083,20,081,San Agustín Atenango,Oaxaca
1084,20,138,San Francisco Cajonos,Oaxaca
1085,20,422,Santa María Nativitas,Oaxaca
1086,20,028,Heroica Ciudad de Ejutla de Crespo,Oaxaca
1087,20,310,San Pedro Ixtlahuaca,Oaxaca
1088,20,179,San Juan Bautista Jayacatlán,Oaxaca
1089,20,421,Santa María Mixtequilla,Oaxaca
1090,20,162,San Jerónimo Taviche,Oaxaca
1091,20,547,Teotongo,Oaxaca
1092,20,181,San Juan Bautista Suchitepec,Oaxaca
1093,20,076,La Reforma,Oaxaca
1094,20,493,Santiago Tillo,Oaxaca
1095,20,510,Santo Domingo Ixcatlán,Oaxaca
1096,20,352,San Simón Zahuatlán,Oaxaca
1097,20,406,Santa María Chilchotla,Oaxaca
1098,20,176,San Juan Bautista Coixtlahuaca,Oaxaca
1099,20,387,Santa Gertrudis,Oaxaca
1100,20,454,Santiago Atitlán,Oaxaca
1101,20,105,San Antonino Monte Verde,Oaxaca
1102,20,281,San Miguel Tecomatlán,Oaxaca
1103,20,403,Santa María Coyotepec,Oaxaca
1104,20,101,San Andrés Zabache,Oaxaca
1105,20,246,San Mateo Cajonos,Oaxaca
1106,20,129,San Cristóbal Suchixtlahuaca,Oaxaca
1107,20,248,San Mateo del Mar,Oaxaca
1108,20,301,San Pedro Apóstol,Oaxaca
1109,20,319,San Pedro Mixtepec,Oaxaca
1110,20,430,Santa María Tataltepec,Oaxaca
1111,20,557,Unión Hidalgo,Oaxaca
1112,20,229,San Lorenzo Texmelúcan,Oaxaca
1113,20,522,Santo Domingo Xagacía,Oaxaca
1114,20,335,San Pedro Yaneri,Oaxaca
1115,20,197,San Juan Guelavía,Oaxaca
1116,20,562,Magdalena Yodocono de Porfirio Díaz,Oaxaca
1117,20,533,Santo Tomás Tamazulapan,Oaxaca
1118,20,322,San Pedro Ocopetatillo,Oaxaca
1119,20,496,Santiago Xiacuí,Oaxaca
1120,20,215,San Juan Sayultepec,Oaxaca
1121,20,234,San Lucas Zoquiápam,Oaxaca
1122,20,135,San Felipe Tejalápam,Oaxaca
1123,20,240,San Martín Itunyoso,Oaxaca
1124,20,147,San Francisco Nuxaño,Oaxaca
1125,20,338,Villa de Etla,Oaxaca
1126,20,484,Santiago Tamazola,Oaxaca
1127,20,295,San Pablo Huixtepec,Oaxaca
1128,20,065,Ixpantepec Nieves,Oaxaca
1129,20,241,San Martín Lachilá,Oaxaca
1130,20,412,Santa María Guienagati,Oaxaca
1131,20,450,Santiago Amoltepec,Oaxaca
1132,20,048,Magdalena Mixtepec,Oaxaca
1133,20,142,San Francisco Huehuetlán,Oaxaca
1134,20,444,Santa María Yolotepec,Oaxaca
1135,20,001,Abejones,Oaxaca
1136,20,536,San Vicente Nuñú,Oaxaca
1137,20,476,Santiago Miltepec,Oaxaca
1138,20,425,Santa María Pápalo,Oaxaca
1139,20,563,Yogana,Oaxaca
1140,20,034,Guadalupe de Ramírez,Oaxaca
1141,20,294,San Pablo Huitzo,Oaxaca
1142,20,365,Santa Catarina Lachatao,Oaxaca
1143,20,374,Santa Cruz Acatepec,Oaxaca
1144,20,332,San Pedro Topiltepec,Oaxaca
1145,20,333,San Pedro Totolápam,Oaxaca
1146,20,204,San Juan Lajarcia,Oaxaca
1147,20,308,San Pedro Huilotepec,Oaxaca
1148,20,456,Santiago Cacaloxtepec,Oaxaca
1149,20,106,San Antonio Acutla,Oaxaca
1150,20,120,San Bartolomé Zoogocho,Oaxaca
1151,20,419,Santa María Jaltianguis,Oaxaca
1152,20,061,Monjas,Oaxaca
1153,20,078,Rojas de Cuauhtémoc,Oaxaca
1154,20,029,Eloxochitlán de Flores Magón,Oaxaca
1155,20,022,Cosoltepec,Oaxaca
1156,20,184,San Juan Bautista Tuxtepec,Oaxaca
1157,20,449,Santa María Zoquitlán,Oaxaca
1158,20,305,San Pedro Comitancillo,Oaxaca
1159,20,299,San Pablo Yaganiza,Oaxaca
1160,20,534,San Vicente Coatlán,Oaxaca
1161,20,011,Calihualá,Oaxaca
1162,20,498,Santiago Yaveo,Oaxaca
1163,20,355,Santa Ana Cuauhtémoc,Oaxaca
1164,20,321,San Pedro Nopala,Oaxaca
1165,20,424,Santa María Ozolotepec,Oaxaca
1166,20,288,San Miguel Yotao,Oaxaca
1167,20,266,San Miguel del Puerto,Oaxaca
1168,20,524,Santo Domingo Yodohino,Oaxaca
1169,20,262,San Miguel Amatlán,Oaxaca
1170,20,347,San Sebastián Río Hondo,Oaxaca
1171,20,256,San Mateo Tlapiltepec,Oaxaca
1172,20,172,San Juan Achiutla,Oaxaca
1173,20,480,Santiago Nundiche,Oaxaca
1174,20,339,San Pedro y San Pablo Teposcolula,Oaxaca
1175,20,554,Totontepec Villa de Morelos,Oaxaca
1176,20,104,San Antonino el Alto,Oaxaca
1177,20,529,Santos Reyes Yucuná,Oaxaca
1178,20,200,San Juan Juquila Mixes,Oaxaca
1179,20,465,Santiago Ixcuintepec,Oaxaca
1180,20,225,San Lorenzo,Oaxaca
1181,20,210,San Juan Ñumí,Oaxaca
1182,20,063,Nazareno Etla,Oaxaca
1183,20,126,San Cristóbal Amatlán,Oaxaca
1184,20,080,San Agustín Amatengo,Oaxaca
1185,20,307,San Pedro Huamelula,Oaxaca
1186,20,446,Santa María Yucuhiti,Oaxaca
1187,20,512,Santo Domingo Ozolotepec,Oaxaca
1188,20,497,Santiago Yaitepec,Oaxaca
1189,20,568,Zapotitlán Palmas,Oaxaca
1190,20,008,Asunción Tlacolulita,Oaxaca
1191,20,303,San Pedro Cajonos,Oaxaca
1192,20,397,Heroica Ciudad de Tlaxiaco,Oaxaca
1193,20,418,Santa María Jalapa del Marqués,Oaxaca
1194,20,177,San Juan Bautista Cuicatlán,Oaxaca
1195,20,128,San Cristóbal Lachirioag,Oaxaca
1196,20,494,Santiago Tlazoyaltepec,Oaxaca
1197,20,116,San Bartolomé Ayautla,Oaxaca
1198,20,079,Salina Cruz,Oaxaca
1199,20,357,Santa Ana Tavela,Oaxaca
1200,20,251,San Mateo Nejápam,Oaxaca
1201,20,378,Santa Cruz Mixtepec,Oaxaca
1202,20,379,Santa Cruz Nundaco,Oaxaca
1203,20,263,San Miguel Coatlán,Oaxaca
1204,20,320,San Pedro Molinos,Oaxaca
1205,20,257,San Melchor Betaza,Oaxaca
1206,20,132,San Dionisio Ocotlán,Oaxaca
1207,20,238,San Martín de los Cansecos,Oaxaca
1208,20,174,Ánimas Trujano,Oaxaca
1209,20,314,San Pedro Juchatengo,Oaxaca
1210,20,391,Santa Lucía Miahuatlán,Oaxaca
1211,20,258,San Miguel Achiutla,Oaxaca
1212,20,520,Santo Domingo Tonalá,Oaxaca
1213,20,122,San Bartolo Yautepec,Oaxaca
1214,20,167,San José del Peñasco,Oaxaca
1215,20,377,Santa Cruz Itundujia,Oaxaca
1216,20,212,San Juan Petlapa,Oaxaca
1217,20,490,Santiago Texcalcingo,Oaxaca
1218,20,023,Cuilápam de Guerrero,Oaxaca
1219,20,396,Santa María la Asunción,Oaxaca
1220,20,326,San Pedro Sochiápam,Oaxaca
1221,20,242,San Martín Peras,Oaxaca
1222,20,269,San Miguel el Grande,Oaxaca
1223,20,158,San Jacinto Tlacotepec,Oaxaca
1224,20,473,Santiago Laxopa,Oaxaca
1225,20,270,San Miguel Huautla,Oaxaca
1226,20,182,San Juan Bautista Tlacoatzintepec,Oaxaca
1227,20,293,San Pablo Etla,Oaxaca
1228,20,376,Santa Cruz de Bravo,Oaxaca
1229,20,408,Santa María del Rosario,Oaxaca
1230,20,434,Santa María Teopoxco,Oaxaca
1231,20,461,Santiago del Río,Oaxaca
1232,20,304,San Pedro Coxcaltepec Cántaros,Oaxaca
1233,20,261,San Miguel Amatitlán,Oaxaca
1234,20,348,San Sebastián Tecomaxtlahuaca,Oaxaca
1235,20,532,Santo Tomás Ocotepec,Oaxaca
1236,20,149,San Francisco Sola,Oaxaca
1237,20,309,San Pedro Ixcatlán,Oaxaca
1238,20,531,Santo Tomás Mazaltepec,Oaxaca
1239,20,024,Cuyamecalco Villa de Zaragoza,Oaxaca
1240,20,459,Santiago Chazumba,Oaxaca
1241,20,285,San Miguel Tlacamama,Oaxaca
1242,20,359,Santa Ana Yareni,Oaxaca
1243,20,438,Santa María Tlalixtac,Oaxaca
1244,20,479,Santiago Nejapilla,Oaxaca
1245,20,206,San Juan de los Cués,Oaxaca
1246,20,110,San Antonio Sinicahua,Oaxaca
1247,20,472,Santiago Laollaga,Oaxaca
1248,20,509,Santo Domingo de Morelos,Oaxaca
1249,20,311,San Pedro Jaltepetongo,Oaxaca
1250,20,286,San Miguel Tlacotepec,Oaxaca
1251,20,331,San Pedro Tidaá,Oaxaca
1252,20,025,Chahuites,Oaxaca
1253,20,253,San Mateo Piñas,Oaxaca
1254,20,154,San Ildefonso Amatlán,Oaxaca
1255,20,032,Fresnillo de Trujano,Oaxaca
1256,20,010,El Barrio de la Soledad,Oaxaca
1257,20,113,San Baltazar Loxicha,Oaxaca
1258,20,548,Tepelmeme Villa de Morelos,Oaxaca
1259,20,214,San Juan Quiotepec,Oaxaca
1260,20,060,Mixistlán de la Reforma,Oaxaca
1261,20,457,Santiago Camotlán,Oaxaca
1262,20,417,Santa María Jacatepec,Oaxaca
1263,20,156,San Ildefonso Villa Alta,Oaxaca
1264,20,189,San Juan Comaltepec,Oaxaca
1265,20,477,Santiago Minas,Oaxaca
1266,20,208,San Juan Mixtepec,Oaxaca
1267,20,108,San Antonio Huitepec,Oaxaca
1268,20,114,San Baltazar Yatzachi el Bajo,Oaxaca
1269,20,083,San Agustín de las Juntas,Oaxaca
1270,20,085,San Agustín Loxicha,Oaxaca
1271,20,306,San Pedro el Alto,Oaxaca
1272,20,237,San Marcos Arteaga,Oaxaca
1273,20,363,Santa Catarina Ixtepeji,Oaxaca
1274,20,071,Pluma Hidalgo,Oaxaca
1275,20,123,San Bernardo Mixtepec,Oaxaca
1276,20,455,Santiago Ayuquililla,Oaxaca
1277,20,282,San Miguel Tenango,Oaxaca
1278,20,187,San Juan Coatzóspam,Oaxaca
